base_type,type_,text,price
gaming,virtual-reality,Shinecon VR Box IMAX Giant Screen Virtual Reality Glasses - G10,Rp84.300
gaming,virtual-reality,Oculus Quest 2 128GB 256GB All-in-One VR Virtual Reality Gaming Set,Rp6.510.000
gaming,virtual-reality,Miracle Power Tool,Rp350.000
gaming,virtual-reality,PICO 4 All-in-One VR Headset Virtual Reality Glasses,Rp5.140.000
gaming,virtual-reality,VIRTUAL REALITY VR BOX 3D WITH HEADPHONE TAFFWARE J20 FOR HP 6 Inch,Rp168.600
gaming,virtual-reality,Nerf Fortnite AR-L ARL Motorized Dart Blaster,Rp549.000
gaming,virtual-reality,"Slime VR FullBody Tracker Core Set (6 IMU'S) ""MPU 6050/6500"" - SlimeVR",Rp1.800.000
gaming,virtual-reality,GeekVR GM-02 Silicon VR Cover Face Mask/Eye Mask for Oculus Quest 2,Rp150.000
gaming,virtual-reality,Nerf DragonPower Dragon Power Skyblaze NRRF0810 Original,Rp499.000
gaming,virtual-reality,[Bekas] [Bundle] Oculus Quest 2 256GB Advanced VR Virtual Reality AIO,Rp1.790.000
gaming,virtual-reality,Charger Dock Station Magnetic For OCULUS Quest 2 Controller & Headset,Rp370.000
gaming,virtual-reality,Controller Silicon Grip Cover for Oculus Quest 2,Rp225.000
gaming,virtual-reality,AAVR Oculus Quest 1&2 Prescription Lens Adapter Magnetic Frame(BLP ),Rp800.000
gaming,virtual-reality,Kiwi Design Oculus Quest 2 elite strap,Rp555.555
gaming,virtual-reality,Oculus Quest 2 Cushion Pad Foam Washable Facial Interface,Rp129.000
gaming,virtual-reality,Microsoft hololens 2 VR sealed brand new,Rp49.000.000
gaming,virtual-reality,Shinecon Remote Control VR BOX Gamepad Joystick Vr Box Android TV IOS,Rp69.000
gaming,virtual-reality,Kacamata VRbox Shinecon VR Box IMAX Giant Screen Virtual Reality,Rp79.950
gaming,virtual-reality,Nerf Ultra Five Blaster Original,Rp329.000
gaming,virtual-reality,Virtual Reality VR Box Kacamata untuk Main Game Simulator atau Horror,Rp35.000
gaming,virtual-reality,VR Oculus Quest 2 Original,Rp6.575.000
gaming,virtual-reality,Shinecon 6.0 VR Box Virtual Reality Glasses dengan Headphone,Rp201.029
gaming,virtual-reality,Cabel Link OCULUS Type C To C kabel Data VIrtual Reality 5 Meter 3.2,Rp185.000
gaming,virtual-reality,Shinecon VR Box IMAX Giant Screen Virtual Reality Glasses - G10 - Blac,Rp80.000
gaming,virtual-reality,PASTI MURAH !! OCULUS QUEST 2 - ADVANCED GAMING VR ALL - IN - ONE HEAD,Rp6.299.000
gaming,virtual-reality,Shinecon VR Box Giant Screen Virtual Reality Glasses kacamata viritual,Rp81.000
gaming,virtual-reality,kacamata VR 3D box shinecon google cardboard,Rp124.900
gaming,virtual-reality,Nerf NStrike Icon Series Longshot CS-6 CS 6 CS6 Blaster,Rp519.000
gaming,virtual-reality,kacamata 3d samsung ssg,Rp120.000
gaming,virtual-reality,Nerf Ultra One 20 Dart Refill Pack Peluru,Rp169.000
gaming,virtual-reality,OCULUS GO STANDALONE VR 32GB,Rp2.300.000
gaming,virtual-reality,BOBOVR B2 5200mah Battery Pack For M2 Pro Strap for Oculus Quest 2,Rp325.000
gaming,virtual-reality,BOBOVR M2 Plus Quest 2 Head Strap Comfort and Reduce Facial Stress - M2Plus,Rp525.000
gaming,virtual-reality,Kiwi Design In-Ear Earphones For Oculus Quest2 / Rift S VR 3D Stereo,Rp225.000
gaming,virtual-reality,Virtual Reality Shinecon G10 3D VR Box 7 Inch IMAX Smartphone Glasses,Rp96.000
gaming,virtual-reality,Shinecon 6.0 VR Box Virtual Reality + Headphone Android IOS,Rp229.900
gaming,virtual-reality,Nintendo Switch Oled Pokemon Scarlet & Violet Console Limited Edition,Rp4.950.000
gaming,virtual-reality,Bobovr Z4 Mini VR Box Virtual Reality Glasses for Smartphone,Rp249.900
gaming,virtual-reality,Charge and Display Stand PS VR - VR Stand & Charging,Rp385.000
gaming,virtual-reality,Kiwi Design anti blue light blocking glasses Oculus quest 2 with frame,Rp225.000
gaming,virtual-reality,GAME PICO 4 FULL GAMES,Rp180.000
gaming,virtual-reality,Magnetic Prescription lens adapter for Oculus Quest 2,Rp350.000
gaming,virtual-reality,antvr phone glaas t2,Rp25.000
gaming,virtual-reality,Ubtech Iron Man MK50 Moving Robot Remote Control EU Android iOS TAM,Rp995.000
gaming,virtual-reality,Kacamata Google VR 3D u/ HP Android dan Iphone - Model LCD Oculus Rift,Rp699.000
gaming,virtual-reality,Oculus Quest 2 Virtual Reality Headset-Oculus Quest 2 VR,Rp455.000
gaming,virtual-reality,Rental virtual production Mocap Tundra or vive trackers,Rp9.999.999
gaming,virtual-reality,REMAX VR GLASSES RT-V03 VIRTUAL REALITY,Rp500.009
gaming,virtual-reality,Kacamata Alat VR Virtual Reality Meta Verse Box 3D Glasses,Rp94.500
gaming,virtual-reality,VR Box IMAX Giant Screen Virtual Reality Glasses Smartphone 4.7-7 inch,Rp95.400
gaming,virtual-reality,Bobovr z6 like new,Rp380.000
gaming,virtual-reality,AR Glasses Rokid Air Pro Vr Reality,Rp12.900.000
gaming,virtual-reality,VR BOX 2.00 / Virtual Reality PLUS BONUS Gamepad / Remote Bluetooth,Rp99.900
gaming,virtual-reality,Oculus Quest 2 VR Cover Facial Interface & Foam Replacement Set,Rp999.000
gaming,virtual-reality,Revue Starlight Kagura Hikari Mimori Suzuko Mimorin Bromide,Rp25.000
gaming,virtual-reality,PROMO Lenovo ANTVR Virtual Reality - Original,Rp40.000
gaming,virtual-reality,Meta Quest Pro 256GB All in One VR Headset,Rp27.350.000
gaming,virtual-reality,wheelset campagnolo bora wto 45 disc like new 99% perfect,Rp26.500.000
gaming,virtual-reality,Gear VR Oculus Samsung,Rp3.799.000
gaming,virtual-reality,Hifylux Hard Carrying Case for Oculus Quest 2 VR Tas Oculus Quest 2 VR,Rp449.000
gaming,virtual-reality,MI VR PLAY 2,Rp4.980.000
gaming,virtual-reality,Oculus Quest 2 All-in-One VR Gaming System Headset 256GB Original,Rp5.999.000
gaming,virtual-reality,Meta Quest Pro 256 Gb VR Headset Metaverse Oculus Quest Pro,Rp20.899.000
gaming,virtual-reality,3D Virtual Reality VR case 5.5 inch Glasses for iphone 6,Rp100.000
gaming,virtual-reality,Set Cover Pelindung Oculus Quest 2,Rp399.000
gaming,virtual-reality,Samsung Gear VR Wave R323 - B.Black,Rp475.000
gaming,virtual-reality,Oculus Quest 2 All-in-One VR Virtual Reality Gaming Set 128GB 256GB,Rp6.225.000
gaming,virtual-reality,Z4 Mini VR Box 3D Virtual Reality Glasses Untuk Smartphone Bobovr,Rp287.000
gaming,virtual-reality,VR Box Virtual 3D Reality Glasses For Smartphone Generasi 2.0 Kacamata,Rp125.000
gaming,virtual-reality,Oculus Quest 2 Link Cable USB Type A to Type C 5Gbps USB 3.2,Rp199.000
gaming,virtual-reality,Kacamata Virtual 3D VR-Box 2.0 Free Remote Bluetooth,Rp80.000
gaming,virtual-reality,Oculus Quest 2 Advanced All-In-One Virtual Reality Headset -Used-,Rp6.350.000
gaming,virtual-reality,HTC VIVE Pro 2 ~= 5K VR Headset System =~,Rp27.000.000
gaming,virtual-reality,Virtual Reality Box Versi 2 Original Nonton Movie Film Main Game VR,Rp48.000
