base_type,type_,text,price
komputer-laptop,desktop-mini-pc,Paradox Gaming MARIUPOL (PSU 400w),Rp310.000
komputer-laptop,desktop-mini-pc,Raspberry Pi 4 Model B module - 4GB Original Made in UK,Rp2.700.000
komputer-laptop,desktop-mini-pc,Server HPE DL380 Gen10 Xeon-S 4210 32GB 1.2TB SAS P20174-B21,Rp83.500.000
komputer-laptop,desktop-mini-pc,OBRAL Mini Pc Lenovo M93P / Corei5 4570T / Barang Like New / MurMer,Rp1.699.000
komputer-laptop,desktop-mini-pc,PC AIO Lenovo All in One V30a 24 Intel Core i3 8GB HDD SSD 1TB Win 10,Rp7.639.000
komputer-laptop,desktop-mini-pc,Server Dell T340 Xeon E-2234 8GB 2TB NLSAS PowerEdge,Rp29.000.000
komputer-laptop,desktop-mini-pc,cpu lenovo m series core i5-2400 ram 8gb hdd 500gb,Rp1.100.000
komputer-laptop,desktop-mini-pc,LENOVO ULTRA SLIM SUPER MINI I5 GEN4 ADAPTOR - 8GB 500GB,Rp2.990.000
komputer-laptop,desktop-mini-pc,PC All in One Lenovo ThinkCentre M920z Core i5 Gen 9 RAM 8GB Win 10,Rp5.499.000
komputer-laptop,desktop-mini-pc,PC Design + Gaming i5 RAM 8gb GTX1050ti 4gb Siap pakai include Monitor,Rp6.150.000
komputer-laptop,desktop-mini-pc,"DELL PC OPTIPLEX 3000 MT ( Ci5 12500-4GB-1TB-20""-WIN11 )",Rp10.850.000
komputer-laptop,desktop-mini-pc,ASROCK DESKMINI JUPITER X300+RYZEN 5 5600G WIFI 2 ANTENA,Rp6.158.000
komputer-laptop,desktop-mini-pc,HP Desktop All in One AIO 24-DF1042D (i5/8GB/512GB/23.8 TOUCH/W10+OHS),Rp11.125.000
komputer-laptop,desktop-mini-pc,PC Intel Core i5 4590 RAM 16GB CPU Rakitan LGA 1150,Rp1.250.000
komputer-laptop,desktop-mini-pc,Orange Pi One - 1GB,Rp474.000
komputer-laptop,desktop-mini-pc,Paket Komputer PC Lengkap Dengan LCD Monitor Harga Murah,Rp949.000
komputer-laptop,desktop-mini-pc,"HP PC AIO 24-df1042d i5-1135G7 8GB 512GB 23,8"" IPS FHD Touch WIN OHS",Rp11.360.000
komputer-laptop,desktop-mini-pc,ASROCK DESKMINI X300 SERIES BAREBONE,Rp2.319.001
komputer-laptop,desktop-mini-pc,Mini PC Beelink GKmini Intel Gemini J4125 8/128GB SSD 4K Windows 10,Rp2.499.000
komputer-laptop,desktop-mini-pc,Intel Nuc Mini Pc NUC7CJYH Kit Barebone - Intel Celeron Quadcore J4005,Rp1.845.000
komputer-laptop,desktop-mini-pc,Intel Atlas Canyon NUC 11 | NUC11ATKC4 with Celeron N5105 resmi,Rp2.348.000
komputer-laptop,desktop-mini-pc,mini pc dell optiplex 3020/7020 core i5 G4 ram 4 gb/500gb/dvd,Rp1.050.000
komputer-laptop,desktop-mini-pc,Dudukan CPU / rak CPU / tempat CPU by Propfactory.id,Rp149.000
komputer-laptop,desktop-mini-pc,pc rakitan i7 6700 gen6 ram 16gb ddr4 ssd 256gb murah,Rp2.980.000
komputer-laptop,desktop-mini-pc,"Intel NUC 7CJYH Barebone (Tanpa RAM, Tanpa SSD/HDD) NUC7CJYH",Rp1.848.999
komputer-laptop,desktop-mini-pc,ASROCK DESKMINI X300+RYZEN 5 PRO 5600G,Rp4.620.000
komputer-laptop,desktop-mini-pc,Dot Aio V2,Rp1.450.000
komputer-laptop,desktop-mini-pc,PC RAKITAN I5 GEN4 RAM 8GB SSD 240GB MULUS,Rp1.100.000
komputer-laptop,desktop-mini-pc,Stiker Intel Inside,Rp1.800
komputer-laptop,desktop-mini-pc,PC Rakitan EnterKomputer Gaming E-Sports Blackout,Rp5.030.000
komputer-laptop,desktop-mini-pc,RASPBERRY PI 3 MODEL B - SECOND,Rp438.600
komputer-laptop,desktop-mini-pc,nyx mango raspberry,Rp85.000
komputer-laptop,desktop-mini-pc,Borongan Lengkap Komputer CPU Intel Monitor LG Kantor 30 unit 2nd,Rp600.000
komputer-laptop,desktop-mini-pc,"[SECOND] iMac Retina 4K 21.5"" 2017 i7 3.6GHz Ram 16GB HDD 1TB",Rp7.200.000
komputer-laptop,desktop-mini-pc,NVIDIA Jetson Nano Developer Kit New B01 Revision,Rp4.050.000
komputer-laptop,desktop-mini-pc,Mini PC Beelink T4 Pro N3350 4/64GB Dual HDMI WiFi Windows 10,Rp1.575.000
komputer-laptop,desktop-mini-pc,Mini PC / CPU / Komputer / Smart TV Box OS Android (M95),Rp575.000
komputer-laptop,desktop-mini-pc,Modul Sensor Tegangan AC Bolak balik 220V Listrik PLN 1 Fasa Module,Rp23.000
komputer-laptop,desktop-mini-pc,Asrock DESKMINI X300 BAREBONE Mini PC,Rp2.310.000
komputer-laptop,desktop-mini-pc,pc817 pc 817 optocoupler sharp asli ori original grosir,Rp485
komputer-laptop,desktop-mini-pc,Inner Panel Dot AIO V2,Rp190.000
komputer-laptop,desktop-mini-pc,Server Dell Power edge R620 Xeon E5 2630Lv2x2,Rp9.100.000
komputer-laptop,desktop-mini-pc,HPE ProLiant DL20 Gen10 E-2224 16GB 1TB SATA NHPL Server P17078-B21,Rp20.350.000
komputer-laptop,desktop-mini-pc,CPU Rakitan Core i5 |RAM 8GB HDD 500GB SSD 120GB| Komputer Siap Pakai,Rp2.650.000
komputer-laptop,desktop-mini-pc,PC KOMPUTER RAKITAN KANTOR OFFICE CORE i7 4Th | CORE i5 | CORE i3 4Th - i3 4Th,Rp2.500.000
